Paris (75),CDI,,Consultant(e) Data Scientist,SOCIO DATA MANAGEMENT,- Paris (75),"Contexte
Depuis plus de 40 ans, Socio Data Management est leader dans le traitement et l’analyse de données, ainsi que dans les solutions applicatives pour en optimiser l’exploitation et la restitution.
Nos consultants experts accompagnent nos clients durant toutes les étapes de leurs projets Data : depuis le recueil et l’intégration des données jusqu’à leur mise à disposition sur des plateformes en ligne, nous mettons notre savoir-faire au service de nos clients sur toute la chaîne de valeur de la Data.
Spécialistes des modélisations intelligentes, nous les aidons à exploiter efficacement leurs données pour prendre des décisions optimisées, tant sur le plan opérationnel que stratégique.
Missions
Afin de renforcer nos équipes, nous recherchons un(e) Consultant(e) Data Scientist, pour intervenir chez l’un de nos clients grands comptes.
Vous aurez pour mission :
L’identification et la formalisation de Business Cases et des problématiques des Directions Métiers ;
L’exploration des données internes et externes ;
La proposition de solutions adaptées ;
La réalisation des projets Big Data (ingestion de sources, traitements, tests, recettes, déploiements) ;
Le crunching, l’analyse et l’exploitation de données (CRM, Produits, Digitales, Logistique, Yield, Open data…) ;
L’optimisations et l’industrialisations des modèles de Machine Learning et d’intelligence artificielle.
Profil recherché
Vous êtes diplômé(e) d’un Bac + 5 dans un domaine tel que les statistiques, l’informatique, l’ingénierie, les mathématiques, et vous justifiez idéalement d’une première expérience en Machine Learning/Big Data/Analytics.
Une expertise en mathématiques appliquées (statistiques, optimisation, machine learning, NLP) est indispensable.
Vous maîtrisez la programmation informatique : Python (pandas, numpy, scikit-learn), R, C++, Scala, Spark… Et vous avez de solides connaissances en algorithmie et gestion des bases de données (SQL, noSQL, MapReduce, Hadoop…).
Doté d’une grande qualité d’écoute et d’analyse, vous aimez travailler en équipe. Vous êtes curieux de nature et passionné par la Data, avec le souhait de mettre vos compétences au service des clients.
Nous rejoindre
Rejoindre l’équipe Socio Data Management c’est :
Un engagement de proximité : entreprise à taille humaine, nous restons proches de nos collaborateurs afin de les accompagner de façon pertinente dans leurs carrières.
Une garantie de diversité : nous intervenons sur des projets divers, enrichissants, innovants et à forte valeur ajoutée pour nos clients dans différents secteurs d’activités.
Une promesse d’innovation : en tant qu’expert Data, nous faisons partie du Data Lab, un véritable pôle R&D qui a pour vocation de faire émerger des initiatives innovantes.
Un gage d’intégration : faisant partie intégrante d’un groupe, nos collaborateurs ont la possibilité de créer et de tisser du lien, tout en développant leurs connaissances sur des sujets transverses (cybersécurité, gestion des risques, IT…).
Bénéficier de nos avantages : accès à notre plateforme CE, attribution de chèques-cadeaux, tickets-restaurants, prime vacances…"
,,,,,,
Clamart (92),CDI,,DATA SCIENTIST H/F,Audioptic,- Clamart (92),"Informations générales

DÉTAILS DE L'OFFRE
Références : DATASCIENT/0220-1445
Métier : Systèmes d'Informations
Contrat : CDI
Durée du contrat : mois

ENTITÉ DE RATTACHEMENT
Rejoindre le groupement Optic 2ooo, c'est travailler pour 3 enseignes - Optic 2ooo, Lissac et AUDIO 2000 – et plus de 2 000 magasins répartis sur toute la France

Depuis sa création il y a plus de 50 ans, le dynamisme et la volonté d'innovation ont permis au groupement Optic 2ooo de devenir leader sur son marché
Avec, pour demain, la même ambition qu'à ses débuts : évoluer constamment pour garder un temps d'avance

Vous aussi, contribuez à son développement !

DATA SCIENTIST H/F

DESCRIPTION DE LA MISSION
Au sein du service Etudes et développement de la DSI, le pôle « DATA », nouvellement créé, est en charge de centraliser les flux de données, rendre cohérentes ces données afin de fournir des analyses et indicateurs à destination des équipes internes du groupement et des magasins adhérant au groupement.

A ce titre nous recrutons un DATA SCIENTIST h/f

Vous aurez pour missions :
Construire puis maintenir l'architecture des entrepôts de données et outils d'analyse

En collaboration avec le pôle « Etudes et Performance », prendre en charge les projets les études
Formaliser les demandes issues des directions utilisatrices
Identifier les données utiles pour ces analyses, les rendre cohérentes et exploitables
Construire les modélisations à la fois mathématiques et informatiques permettant de répondre à ces demandes
Interpréter les résultats des études pour donner du sens aux analyses
Expliciter les résultats des analyses et les rendre exploitables par les directions métier

Etre force de proposition sur
La construction des outils
La création de métriques et indicateurs à destination de l'ensemble des directions
Les tendances à analyser, les pistes d'études à explorer

Proposer et mettre en œuvre l'aspect Gouvernance des données en étroite collaboration avec le pôle « Etudes et Performance »

PROFIL RECHERCHÉ
De formation Bac+5 minimum type Ingénieur, vous avez une expérience d'au moins 3 ans dans l'analyse de données, au cours de laquelle vous avez développé les compétences suivantes :

animation d'ateliers internes ou de rencontres ciblées avec des experts métier et/ou techniques
analyse et synthèse des besoins
prise en charge du cycle depuis le recueil des besoins jusqu'à la restitution des analyses en passant par les phases de datacleaning, modélisation et codage
prototyper pour proposer des pistes de solution rapides

Vous êtes force de proposition à la fois sur les outils à mettre en œuvre (Dataware / datamarts, algorithmes d'auto-apprentissage et cas d'usage, data-visualization) et sur l'interprétation des tendances

Rigoureux, organisé, curieux, vous êtes un bon communiquant doté de qualités rédactionnelles, mais aussi curieux et aimez le travail en équipe

Comptétences techniques :
Socle technique robuste (Structure de données, bases de données (Postgresql, éventuellement NoSQL) programmation Python voire R)
Expertises en algorithmie,
solide bagage mathématique / statistiques

LOCALISATION DU POSTE
Ile-de-France, Hauts-de-Seine (92)
5 avenue Newton 92140 CLAMART
92140"
Paris (75),"Temps plein, CDI",,Data Engineer H/F,Groupe Pierre & Vacances - Center Parcs,- Paris (75),"Afin de répondre aux besoins croissants des métiers qui doivent s’appuyer sur un maximum de données récoltées pour conceptualiser leurs besoins et trouver les informations les plus pertinentes qui leur seront utiles, nous recherchons un data engineer capable de concevoir et gérer des systèmes de Big Data.

En tant qu'expert du traitement de la donnée, vous aurez pour mission
la modélisation et la réalisation d'infrastructures permettant la gestion de la Data de l’entreprise en adéquation avec les enjeux business
de proposer et conseiller les équipes internes sur les outils et technologies inhérentes aux infrastructures Big Data dont vous superviserez l’implémentation.
Vous serez en charge de
de l’architecture des données collectées en continue sur nos serveurs au travers de nos différentes applications.
la réalisation des fonctions de collecte, de stockage et de traitement des données
l’automatisation des tâches de traitement
la mise en place des outils permettant d'assurer leur supervision dans une vision industrielle en collaboration avec les eService manager du département
la documentation technique de vos travaux destinée à la maintenance et à l’exploitation des solutions mises en œuvre
la mise en place des processus de déploiement et la coordination des déploiements sur les différents environnements (Recette/Pré-production/Production)
veiller au bon fonctionnement des applications après mise en production : gestion des sondes/alertes, mise en place du process support, définition et brief du eService manager chargé de la maintenance courante.
Participer aux activités de veille technologique dans le domaine Big Data (recherches, expérimentations)
Localisation du poste
Localisation du poste
EUROPE, FRANCE, 75 - Paris , Paris
Critères candidat
Niveau d'études requis
Mastère ou équivalent
Niveau d'expérience requis
3 à 5 ans
Outils Informatiques
Travail en équipe, Méthodologie Agile (SCRUM)
Capacité à appréhender des algorithmes et mécanismes complexes de traitement de données (Machine et Deep Learning, systèmes de recommandations produits…)
Implémenter des workflows d'acquisition et d'analyse de la donnée pour faire émerger des possibilités métiers encore inexploitées
Assurer l’adéquation entre les solutions développées et la stratégie de l’entreprise
Assurer la mise en œuvre, le suivi, l’exploitation et la mise à jour des différents outils
Assurer de la scalabilité de l’infrastructure
Améliorer l’acquisition, l’extraction et le nettoyage des données
Appréhender les différents environnements (local, développement, recette…)
Excellent background technique : Python, Java, ElasticSearch, BigQuery
Compétences
Passionné(e) d'algorithme, vous disposez d’une ou plusieurs expériences sur la mise en place d’architectures Big Data et Cloud sur des thèmes de traitements analytiques de données à grande ampleur, de préférence avec des aspects de temps réel et traitements de données en flux
Vous êtes :
Pragmatique et focus sur le résultat/enjeux
Réactif, avec le sens du service, vous justifiez de bonnes capacités d'écoute, d'un bon relationnel et d’une bonne gestion du stress
Curieux, autonome et proactif
Aisance orale et rédactionnelle
Méthodique et rigoureux dans l’exécution
Langues
Anglais (Correct - Parlé / Ecrit)"
Paris 1er (75),CDI,,Data Analyst PowerBI F/H,TRIMANE,- Paris 1er (75),"Nous recherchons un Data Analyst afin d'accompagner notre client dans le développement de ses outils de reporting.

Tes missions :
Recueil et analyse du besoin

Accompagner le Lead dev dans les développements Power BI

Conception, développement des rapports

Refonte d'une application web en application Power BI
Profil recherché - Diplômé d'une école d'ingénieur ou d'un Master avec une spécilisation relative au traitement et à l'analyse de la donnée,

Une expérience d'un an minimum en environnement PowerBI : Power Query et son langage M, Power Pivot et son langage DAX
La connaissance/expérience de la suite Microsoft BI : SSIS, SSAS, SSRS
Entreprise TRIMANE est une société de service spécialisée dans les systèmes d'information décisionnels (SID), nous proposons un ensemble de service sur mesure pour aider nos clients à gérer et rentabiliser l'information au sein de leur entreprise.

En tant que spécialiste du décisionnel, nous sommes reconnus pour le très haut niveau d'expertise de nos consultants.

Nous accompagnons nos clients (CAC 40 et SBF 120) sur des prestations de Conseil, MOA et MOE, autour du traitement et l'analyse des data, quel que soit l'environnement technique (BI, Big Data, Cloud, Machine Learning, Deep Learning, NLP, etc.) ou méthodologique.

TRIMANE accompagne la montée en compétences de ses collaborateurs grâce à sa casquette d'Organisme de Formation BI & Big Data (+ de 40 formations), et son DataLab acteur de la recherche scientifique orientée Data, impliquant entre autre la production d'outils d'Analyse de données & Dashboarding, d'Intégration de données et de Prédiction juridique."
Paris 10e (75),,,Machine Learning Engineer - Serenity,Adevinta,- Paris 10e (75),"Company Description
Adevinta is a world leading online classifieds business that reaches more than 200 million people each month through our household name brands across 22 countries. Our brands include Leboncoin.fr, OLX, Vibbo.com, fotocasa, infojobs and Shpock to name a few.
Our brands are supported by tech hubs in Paris and Barcelona. Their goal is to develop common global product & innovation platforms which all of our brands can leverage; creating data and identity based ecosystems; empowering local entrepreneurs, delighting users, driving Adevinta's future growth and helping us achieve our mission of creating perfect matches on the world's most trusted marketplaces.
Image recognition is essential to many of the services we offer, for instance to understand what sellers are posting to our marketplaces and help buyers find specific items they are interested in. The image recognition team in Adevinta works with solving problems like these and many more.

Job Description
Team :
Serenity provides a common platform and tooling to Adevinta Marketplaces to review any kind of user generated content ensuring that things that get published are of high quality and not fraudulent. Engineers in our team work to make these millions of events going through our system so it gets reviewed both automatically by our services and manually by local moderators team.
This large data set is also one of the most diverse and rich data sets in the world with local moderators team labelling our data in each country. We also need to make our machine learning models eloquent so that our moderators get as much insight as possible when making a decision. You will be able to work with the latest data technologies and have the ability to see your insight turned into knowledge on an ongoing basis.
Responsibilities :
Develop highly scalable classifiers and tools leveraging machine learning, regression, heuristics, and rules-based models.
Code deliverables in tandem with the engineering team using the best development practices and tools
Adapt standard machine learning methods to best exploit our production environment
Communicate the best development practices within the organisation (i.e. code reviews, testing, etc)
Continuously monitor the quality of our models, design measurements to monitor their performance.
Keep on top of the latest and greatest developments in data science fields
Troubleshoot issues in production when things go wrong

Qualifications
Work experience in one or more of the following: NLP, pattern recognition, data mining, anomaly detection, time series predictions, fraud detection, deep learning.
Experience with delivering models from data exploration to production and the required technologies
Experience in systems software or algorithms
Knowledge in python
Strong analytical / problem solving skills
Experience with modern software development and systems tools like Git, Travis or similar
Excellent communication skills, verbal and written
Desirable
Experience with Docker, AWS, GCE, Kubernetes, Kafka and similar technologies
Cross group and cross culture collaboration
Git repo to coding competitions or contributions in open source repositories

Additional Information
Adevinta is an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status. If any of the above ticks your boxes, then why not Apply Now to find out more."
Paris,40 000 € - 60 000 € par an,,Développeur Python/Java – Data science – Optimisation énergétique & IA,In-Team,- Paris,"Vous êtes à l’aise en Python et en Java et recherchez un nouveau challenge dans le secteur de l’énergie ?
Alors rejoignez cette société qui développe une solution Saas à destination des grands groupes industriels.
Leur cœur de métier ? En appliquant les outils d’intelligence artificiel, de data science et de machine learning au concept d’ontologie, ils fournissent à leurs clients des solutions sur mesure d’optimisation énergétique.
Ayant levé 4 millions d’euros en 2017, ils poursuivent leur internationalisation et cherche à renforcer leur équipe technique avec un nouveau développeur pour travailler en collaboration avec les équipes de développement et de data science.
Au programme : Développement en Python et Java, machine learning, deep learning
VOTRE ROLE
Au sein de l’équipe data votre rôle sera :
Développement Python & Java
Travailler en collaboration avec les data scientist – Python – Machine learning / Deep learning
Veille technique
VOTRE PROFIL
Bac +5
Bonne connaissance des langages Python & Java
Connaissances en data science
Une 1ère expérience et/ou une appétence pour le secteur de l’énergie est un vrai plus
OPPORTUNITE
Utiliser vos compétences au sein d’un projet dynamique et innovant
Rejoindre un startup’ en plein essor et en pleine internationalisation
Rejoindre une structure ayant une culture de la formation et de la montée en compétences
Avoir des perspectives d’évolutions en interne
LE SALAIRE ?
40-60k€ selon profil
Si vous aimez :
Le challenge technique et les projets d’envergure
Travailler dans un environnement technologique stimulant
Mettre vos idées en avant et les mettre en application de A à Z
Cette opportunité vous intéresse ? Vous avez envie de vous investir et de progresser ? Alors n’hésitez plus et faites-moi parvenir votre CV !"
Massy (91),,,Ingénieur(e) statistiques,Crédit Agricole Consumer Finance,- Massy (91),"Qui sommes nous ?

Crédit Agricole Consumer Finance est un acteur majeur du crédit à la consommation en Europe. Filiale du groupe Crédit Agricole, elle apporte son expertise du crédit à la consommation en mettant à disposition de ses clients et partenaires des offres adaptées et innovantes.

La mission que l'on propose

Vous rejoindrez la direction du développement des partenaires bancaires et plus spécifiquement le service marketing. La direction du Développement des Partenariats Bancaires (DPB) a pour mission de contribuer au développement de l'activité du crédit à la consommation dans les banques de proximité du Groupe : les Caisses Régionales et LCL.
Avec la montée en puissance des leviers digitaux et des nouvelles technologies (IA, machine Learning, Big Data…), la data est au cœur de la stratégie du groupe Crédit Agricole, générant à la fois des opportunités business et une meilleure efficacité opérationnelle.
Une meilleure connaissance des moments de vie et des parcours des clients permet de mieux détecter en amont leurs besoins.
Servir le projet client en proposant la bonne offre au bon moment.
Augmenter le business et la satisfaction client.
Les données de nos partenaires bancaires sont très riches, il est donc primordial de pouvoir exploiter pleinement la DATA pour accompagner davantage nos partenaires à développer leur business.
Dans ce contexte, vous rejoindrez l’équipe « Etudes, Analyses et Scores » composée de 5 ingénieurs statistiques dont les missions principales sont :
1- De modéliser des comportements et parcours clients : scoring d’appétence, segmentations, détection de signaux liés aux comptes bancaires…
2- D’améliorer la connaissance client en réalisant des études, des diagnostics de portefeuille
3- De participer au Plan Marketing au travers des préconisations de ciblage, des sélections
optimisées des clients et de l’analyse des opérations commerciales

Vous aurez pour missions principales :
Réaliser des études de portefeuille, des reportings
Réaliser le ciblage des campagnes Marketing : préconisation des cibles et sélection optimisée des clients
Analyser les résultats des campagnes Marketing Direct
Participer avec l’équipe à l’optimisation des modèles de scoring ou de segmentation

#Ta formation

Bac +4/5
Spécialisation : statistiques – mathématiques – data science - analyse de l’information
Formation ingénieur ou université avec une spécialisation en statistique/data science/datamining

#Tes compétences

Autonomie
Rigueur
Esprit d’équipe
Force de proposition
Le goût pour l’innovation serait un plus (curiosité, intérêt pour les nouvelles technologies…).
Outils informatiques : langage de programmation (SAS, R, Python…), VBA, pack office


#Nos pré-requis

Maîtrise des techniques d’analyses de données.
Bon esprit d’analyse et de synthèse"
Paris,40 000 € - 60 000 € par an,,Développeur Python – Optimisation énergétique / IA & data science,In-Team,- Paris,"Vous êtes développeur Python et recherchez un nouveau challenge dans le secteur de l’énergie ?
Alors rejoignez cette société qui développe une solution Saas à destination des grands groupes industriels.

Leur cœur de métier ? En appliquant les outils d’intelligence artificiel, de data science et de machine learning au concept d’ontologie, ils fournissent à leurs clients des solutions sur mesure d’optimisation énergétique.
Ayant levé 4 millions d’euros en 2017, ils poursuivent leur internationalisation et cherche à renforcer leur équipe technique avec un nouveau développeur Python.
Au programme : Python / Java / NodeJS
VOTRE ROLE
Au sein de l’équipe technique votre rôle sera :
Travail sur les API en Python, Java, NodeJS
Travailler en collaboration avec les data scientist sur l’amélioration de l’outil Saas
Faire de la veille technologique
VOTRE PROFIL
Bac +5
Une 1ère expérience et/ou une appétence pour le secteur de l’énergie est un vrai plus
OPPORTUNITE
Utiliser vos compétences au sein d’un projet dynamique et innovant
Rejoindre un startup’ en plein essor et en pleine internationalisation
Rejoindre une structure ayant une culture de la formation et de la montée en compétences
Avoir des perspectives d’évolutions en interne
LE SALAIRE ?
40-60k€ selon profil
Si vous aimez :
Le challenge technique et les projets d’envergure
Travailler dans un environnement technologique stimulant
Mettre vos idées en avant et les mettre en application de A à Z
Cette opportunité vous intéresse ? Vous avez envie de vous investir et de progresser ? Alors n’hésitez plus et faites-moi parvenir votre CV !"
Puteaux (92),CDI,,DEVELOPPEUR BIG DATA F/H,ALTRAN,- Puteaux (92),"Contexte :
Nous recherchons un/e DEVELOPPEUR BIG DATA H/F pour intégrer nos équipes BI / Big Data & Software. Vous serez directement rattaché(e) à la Division Finance & Public Sector.

Vos missions :
Développer des flux d'alimentation de Data Lake et de traitement des données.
Concevoir les modèles de données.
Participer à la mise en place de l’architecture BIG DATA.
Participer à la réalisation technique de chargement / traitement des données.
Profil recherché Profil :
Diplômé(e) Bac+5 en informatique, d’une école d’ingénieur ou d’un doctorat, vous justifiez d’une expérience réussie d’au moins 2 ans dans un ou plusieurs projets BIG DATA..
Vous possédez idéalement un background technique en développement (JAVA, C++), des compétences en modélisation et en manipulation de données.
Vous maîtrisez au moins l’une des distributions suivantes: Ecosystème HADOOP, Spark, Scala, Python, Elasticsearch, R.
A compétences égales, ce poste est ouvert aux personnes en situation de handicap.

Pourquoi nous rejoindre ?

En nous rejoignant, vous accompagnerez une équipe d'experts en travaillant sur des missions qualitatives et stimulantes. Vous serez accompagnés par l'Expertise Center ALTRAN pour les formations et certifications. Vous aurez également la possibilité d'évoluer en tant qu'expert technique, consultant senior, solution architect, chef de projet BI / Big Data & Software.

Si vous aussi vous aimez relever des défis, si vous souhaitez vivre une aventure humaine et technologique unique, n'hésitez plus et rejoignez-nous!

Venez inventer le futur avec nous sur www.altran.fr !

Venez inventer le futur avec nous sur www.altran.fr !
Entreprise Altran recrute plus de 3800 ingénieurs en France en 2019 : rejoignez-nous! Leader mondial du conseil en innovation et ingénierie avancée, Altran propose à ses clients d’innover autrement en les aidant à développer ou en développant pour eux les produits et les services de demain.

Altran compte aujourd'hui plus de 11 500 collaborateurs en France (47 000 dans le monde) et intervient depuis 35 ans auprès des grands acteurs de nombreux secteurs.

Si vous aussi vous aimez relever des défis, si vous souhaitez vivre une aventure humaine et technologique unique : venez inventer le futur avec nous sur www.altran.fr !"
Versailles (78),,,Consultant Quant (Data Science),Eurodecision,- Versailles (78),"Description du poste
Au sein du département Conseil, vous participerez à des missions stratégiques et tactiques pour nos clients. A l’aide de modèles mathématiques, vous réaliserez des études pour fournir des recommandations ou accompagner nos clients sur des problématiques d’analyse de données clients (Customer Data Analytics).
Sous la responsabilité d’un consultant expérimenté, vous interviendrez dans toutes les phases d’une étude :
Analyse du besoin client
Recueil et traitement des données
Choix de modélisation et algorithmes adéquats
Prototypage de solution OU paramétrage de nos outils d’aide à la décision
Lancement des simulations
Analyse et restitution des résultats au client (BI)
Vous évoluerez dans un environnement à forte composante technique (mathématiques/informatique) ; des compétences en gestion de données à forte volumétrie et langages de programmation sont requises.
Pour vous, un excellent rapport avec le client est la clé d’un projet réussi. Doté(e) d’un sens aigu de l’écoute, d’une bonne capacité d’analyse, d’esprit de synthèse et d’une authentique envie de convaincre, rejoignez une équipe jeune et dynamique experte dans l’aide à la décision !
Pourquoi nous rejoindre ?
Vous êtes curieux des nouvelles technologies, vous souhaitez contribuer à des projets innovants pour nos clients
Vous voulez travailler au contact de problèmes réels sur des missions à forts enjeux avec des résultats concrets et un impact visible sur les processus de vos clients
Vous avez envie de découvrir des secteurs d’activité variés (aérien et aéroportuaire, agroalimentaire, distribution, hôtellerie de plein air, industrie, oil&gaz…)
Vous recherchez un poste où vous pourrez mettre à profit vos compétences en mathématiques appliquées
Compétences requises
De solides connaissances en mathématiques appliquées, modélisation statistique et analyse de données. Les techniques de prévisions et d’apprentissage n’ont aucun secret pour vous.
Langages : la maîtrise d’un langage de programmation (R, python ou C++, Java), ainsi que la capacité à appréhender rapidement le fonctionnement d’autres langages et outils
Anglais courant
Bases de données
Profil
Titulaire au minimum d’un Bac + 5, d’un diplôme d’ingénieur ou d’un doctorat, vous disposez idéalement d’une première expérience"
Paris (75),CDI,,CONSULTANT DATA SCIENCE,Axtrid,- Paris (75),"A la pointe de la recherche et de l'innovation, nous développons des solutions sur mesure pour des clients allant de la start-up aux grands comptes.
Nos équipes sont composées de profils riches et variés qui travaillent en cohésion pour une ambition commune : soutenir l'innovation de nos clients. Nous concevons et réalisons des systèmes pour répondre à des besoins de prototypage, de bancs de test ou de traitement de données, intégrant capteurs connectés, analyse temps réel, pilotage et lois de commande. Notre activité s'étend aujourd'hui aux secteurs de la mobilité, défense, aéronautique, mais aussi luxe, cosmétique ou assurance.
Membre du cluster Genaris, nous profitons de l'agilité d'une petite entreprise et de la puissance d'un groupe. Si vous souhaitez rejoindre une équipe à taille humaine, où vous pourrez perfectionner vos performances dans un environnement stimulant, rejoignez-nous!
Description du poste
Dans le cadre de notre fort développement, nous renforçons nos équipes en ingénierie. Ainsi nous recherchons un consultant Matlab et Big Data pour accompagner l’un de nos clients et nos équipes internes sur des projets à long terme.
Vous avez au moins 3 ans d’expérience sur Matlab ? La Data Science ne vous fait pas peur ? Vous souhaitez partager des projets ambitieux pour 2020 et intégrer une équipe de passionnés d’innovation ? Cette offre est peut être faite pour vous !
1) Quelles seront vos responsabilités ?
Mise en place de stratégie de validation et de revue des modélisations dans l’outil
Mise en place de stratégie d’évolution en adéquation avec la réglementation du client
Pilotage des améliorations des performances
Gestion de projets métiers et techniques multiples

2) Quelles seront vos missions ?
Automatisation des processus
Migration Matlab périodique
Optimisation et maintenance du code Matlab
Mise en place de nouvelles fonctionnalités (Métier/Techniques) pour pérenniser les performances
Réflexion sur les données (construction, stockage et transfert)
Formation des collaborateurs aux nouvelles évolutions Matlab
Assistance des utilisateurs et des modélisateurs
Soutien des administrateurs pendant les phases de production
Rédaction des rapports de validation, de réunions et de livraisons
Profil recherché
1) Vous êtes à l'aise dans ces environnements :
Matlab, Windows, ClearCase (GutHub), débogage, profiling
Calcul parallèle (MPI), bigData, algorithmie
Secondaire : Java/Linux
Bientôt: Spark

2) Vous possédez les qualités suivantes :
Etre à l’écoute, disponible, pluridisciplinaire, curieux, efficace
Expériences dans le développement, optimisation de code, algorithmie
Ouvert à l’univers de l’assurance
Profil ingénieur et plus: majeur mathématiques appliquées, statistiques, automatique, calcul parallèle, temps réel"
Paris (75),CDI,,Administrateur Big Data H/F,AMF,- Paris (75),"Informations générales
Entité de rattachement
L'Autorité des marchés financiers, autorité publique indépendante, est le régulateur de la place financière française. Nos 500 collaborateurs veillent à la protection de l'épargne, à l'information des investisseurs et au bon fonctionnement des marchés financiers.
Rejoindre l'AMF, c'est également s'ouvrir à un monde d'opportunités humaines et professionnelles. Nous avons à cœur d'accueillir, accompagner et développer les talents d'aujourd'hui et de demain.
Référence
2020-53
Votre contexte
Description du contexte
La division de la surveillance des marchés comprend 25 personnes. Elle appartient à la Direction des marchés qui regroupe une cinquantaine de personnes, réparties au sein de trois divisions (surveillance des marchés infrastructures de marché et suivi des intermédiaires de marché) assistées d’une équipe juridique. En charge notamment d’identifier de potentiels manquements, elle examine quotidiennement l’ensemble des opérations réalisées sur les marchés ainsi que toutes les autres sources d’information disponibles afin de détecter tout événement ou comportement anormal. La mine d’informations dont elle dispose lui offre un positionnement stratégique pour réaliser une veille de marché, identifier de nouveaux comportements ou des changements des modes de fonctionnement des marchés résultant tant de l’évolution de la réglementation que des innovations financières.
Votre mission
Métier
IT, data et sécurité
Intitulé du poste
Administrateur Big Data
Contrat
CDI
Description de la mission
La plateforme répond aux exigences introduites par les textes européens MIFID/MIFIR en matière de données de marché. Elle permet aussi de rassembler des données hétérogènes (structurées ou non) dans un lac de données. Cette plateforme fait appel à des technologies innovantes (Big Data, Machine learning...) et facilite la mise en œuvre de méthodologies nouvelles. Elle offre davantage d’autonomie aux métiers afin de faciliter l’exploitation des nouvelles sources de données et leur permettre une plus grande réactivité dans l’analyse de marchés financiers. Au-delà d’un programme informatique, la modernisation de la plateforme est un projet d’entreprise touchant à la refonte de processus et méthodes de travail internes. La mise en œuvre de cette plateforme constitue un programme de transformation pour l’AMF, présentant des enjeux majeurs en termes d’investissements, d’évolutions technologiques, d’organisation et de complexité. Vous serez en charge de la bonne adhérence de son environnement applicatif avec le reste du Système d’information de l’AMF et aurez pour responsabilités d’
Assurer le rôle d’Administrateur Big Data Expérimenté
administrer et superviser l’infrastructure technique d’ICY (HADOOP, KAFKA, AKKA, ELASTIC)
installer, paramétrer et configurer les composants et les ressources de la plateforme
assurer la transmission des procédures appropriées à l’équipe d’exploitation
assurer la qualité et la conformité des opérations dans le respect des règles de l’art et des procédures mises en œuvre à l’AMF
gérer les droits d’accès des serveurs et des applications en fonction des profils
assurer le traitement niveau 3 (diagnostic, identification, formulation, correction) des incidents, de problèmes, des demandes et des changements sur le périmètre applicatif dans le respect des niveaux de service et des processus ITIL implémentés
analyser l’historique d'exploitation et des incidents pour proposer les améliorations applicatives susceptibles d’engendrer des gains de productivité significatifs en termes d’exploitation
surveiller les journaux applicatifs pour prendre les mesures préventives nécessaires
suivre la qualité opérationnelle et participer à l’élaboration les tableaux de bord de disponibilité
contrôler et optimiser les environnements (capacité, disponibilité, sécurité, etc.)
assurer l’automatisation de la chaîne de livraison avec l’outillage DevOps (Visual studio, Urban Code) mis à disposition
réaliser et maintenir l’inventaire des différents composants de son périmètre
Assurer le support de niveau 3 applicatif / écosystème Hadoop / Elastic
assurer l’exploitation de troisième niveau des applications en production
veiller au respect de la qualité opérationnelle des applications (performance, incidents, etc.)
administrer les middlewares (Hadoop / Elastic) sous sa responsabilité
mettre en place les outils et procédures nécessaires à l’exploitation et la surveillance automatisée des applications (scripts, modules de supervision,...)
Profil
Diplômé de l’enseignement supérieur (université ou école d’ingénieur), vous avez acquis une expérience d’au moins 5 ans en administration / exploitation de systèmes complexes de type Big Data, au sein d’une ESN ou d’un client final. Vous avez des connaissances approfondies des technologies Linux et de solides compétences en architecture technique d’infrastructure (Hadoop / Elastic).
Vous êtes reconnu(e) pour vos qualités/compétences suivantes :
Rigueur, adaptabilité
Travail en équipe, pédagogie
Très bon relationnel
Capacité technique opérationnelle
Orientation service / résultat
Esprit d’innovation, ouverture d’esprit
Anglais professionnel
Votre profil
Niveau d'expérience min. requis
min. 5 ans
Langues
Anglais (2- Niveau professionnel)
Localisation du poste
Localisation du poste
Ile-de-France, Paris (75)
Lieu"
